Subjects	ROIs	cond	x	y	regression line	R2	F-value	p-value	dataset
group	thalamus vs dentate	Oddball	0.00015293147489422394	0.0012772468873363545	1.4183 * x + 0.0000	0.6316710183183205	27.43942723960739	8.120153574669276e-05	Language
group	thalamus vs dentate	Demand_Grid	0.0210699265875058	0.029885240968754598	1.4183 * x + 0.0000	0.6316710183183205	27.43942723960739	8.120153574669276e-05	Language
group	thalamus vs dentate	Rom_mov	-0.002013007587612564	0.017676900815213028	1.4183 * x + 0.0000	0.6316710183183205	27.43942723960739	8.120153574669276e-05	Language
group	thalamus vs dentate	Spatial_Nav	-0.012472313987181986	-0.02529227571779795	1.4183 * x + 0.0000	0.6316710183183205	27.43942723960739	8.120153574669276e-05	Language
group	thalamus vs dentate	Sentence_Reading	-0.0036301646880048484	-0.010237573962207813	1.4183 * x + 0.0000	0.6316710183183205	27.43942723960739	8.120153574669276e-05	Language
group	thalamus vs dentate	Non-word_reading	-0.005690424680218092	-0.014921116302344817	1.4183 * x + 0.0000	0.6316710183183205	27.43942723960739	8.120153574669276e-05	Language
Subjects	ROIs	cond	x	y	regression line	R2	F-value	p-value	dataset
group	cereb_grey vs pontine	Rest	-0.01023465908285028	-0.030829534331092687	0.0669 * x + 0.0000	0.0023432481210415358	0.03758002926963934	0.848728635134412	Language
group	cereb_grey vs pontine	Word_reading	0.0016101883075715577	-0.0003813305195827665	0.0669 * x + 0.0000	0.0023432481210415358	0.03758002926963934	0.848728635134412	Language
group	cereb_grey vs pontine	Verb_generation	-0.023444439517465766	-0.03952005635744433	0.0669 * x + 0.0000	0.0023432481210415358	0.03758002926963934	0.848728635134412	Language
group	cereb_grey vs pontine	Act_Obs_Act	-0.004325413927504617	0.013460863540718319	0.0669 * x + 0.0000	0.0023432481210415358	0.03758002926963934	0.848728635134412	Language
group	cereb_grey vs pontine	Act_Obs	0.005366633744323476	0.019760365724155987	0.0669 * x + 0.0000	0.0023432481210415358	0.03758002926963934	0.848728635134412	Language
group	cereb_grey vs pontine	Intact_passage	-0.003131433923648326	-0.020381839959261152	0.0669 * x + 0.0000	0.0023432481210415358	0.03758002926963934	0.848728635134412	Language
group	cereb_grey vs pontine	Degraded_passage	-0.0026946732979055417	0.006448323002909146	0.0669 * x + 0.0000	0.0023432481210415358	0.03758002926963934	0.848728635134412	Language
group	cereb_grey vs pontine	Tongue_movement	0.06513082854219135	-0.026540967943281445	0.0669 * x + 0.0000	0.0023432481210415358	0.03758002926963934	0.848728635134412	Language
group	cereb_grey vs pontine	Finger_Seq	-0.005881732242919385	0.05034413279072247	0.0669 * x + 0.0000	0.0023432481210415358	0.03758002926963934	0.848728635134412	Language
group	cereb_grey vs pontine	ToM	-0.0019331293121430898	0.01907109681121284	0.0669 * x + 0.0000	0.0023432481210415358	0.03758002926963934	0.848728635134412	Language
group	cereb_grey vs pontine	Aud_Narr	-0.012661534508042305	-0.012614482281385047	0.0669 * x + 0.0000	0.0023432481210415358	0.03758002926963934	0.848728635134412	Language
group	cereb_grey vs pontine	N_back	-0.004325580253176801	0.022352027482303884	0.0669 * x + 0.0000	0.0023432481210415358	0.03758002926963934	0.848728635134412	Language
group	cereb_grey vs pontine	Oddball	-0.004418016235485878	-0.013382181451235193	0.0669 * x + 0.0000	0.0023432481210415358	0.03758002926963934	0.848728635134412	Language
group	cereb_grey vs pontine	Demand_Grid	0.01437983467383502	0.04735477037023691	0.0669 * x + 0.0000	0.0023432481210415358	0.03758002926963934	0.848728635134412	Language
group	cereb_grey vs pontine	Rom_mov	0.008254594153439368	0.0031363762453960843	0.0669 * x + 0.0000	0.0023432481210415358	0.03758002926963934	0.848728635134412	Language
group	cereb_grey vs pontine	Spatial_Nav	-0.006721602536727002	-0.014344954629599466	0.0669 * x + 0.0000	0.0023432481210415358	0.03758002926963934	0.848728635134412	Language
group	cereb_grey vs pontine	Sentence_Reading	-0.007692742641255951	-0.007723398824729883	0.0669 * x + 0.0000	0.0023432481210415358	0.03758002926963934	0.848728635134412	Language
group	cereb_grey vs pontine	Non-word_reading	-0.007277121942235723	-0.016209209670043277	0.0669 * x + 0.0000	0.0023432481210415358	0.03758002926963934	0.848728635134412	Language

Subjects	ROIs	cond	x	y	regression line	R2	F-value	p-value	dataset
group	cereb_grey vs olive	Rest	-0.011191037609038074	-0.030829534331092687	-0.1950 * x + 0.0000	0.042961730798525694	0.7182447294923201	0.40921922698659985	Language
group	cereb_grey vs olive	Word_reading	-0.005341703934157026	-0.0003813305195827665	-0.1950 * x + 0.0000	0.042961730798525694	0.7182447294923201	0.40921922698659985	Language
group	cereb_grey vs olive	Verb_generation	-0.009220798637775297	-0.03952005635744433	-0.1950 * x + 0.0000	0.042961730798525694	0.7182447294923201	0.40921922698659985	Language
group	cereb_grey vs olive	Act_Obs_Act	0.009870885381749064	0.013460863540718319	-0.1950 * x + 0.0000	0.042961730798525694	0.7182447294923201	0.40921922698659985	Language
group	cereb_grey vs olive	Act_Obs	-0.020184631418842764	0.019760365724155987	-0.1950 * x + 0.0000	0.042961730798525694	0.7182447294923201	0.40921922698659985	Language
group	cereb_grey vs olive	Intact_passage	-0.000172225212096214	-0.020381839959261152	-0.1950 * x + 0.0000	0.042961730798525694	0.7182447294923201	0.40921922698659985	Language
group	cereb_grey vs olive	Degraded_passage	-0.010083546663644772	0.006448323002909146	-0.1950 * x + 0.0000	0.042961730798525694	0.7182447294923201	0.40921922698659985	Language
group	cereb_grey vs olive	Tongue_movement	0.10213620481279681	-0.026540967943281445	-0.1950 * x + 0.0000	0.042961730798525694	0.7182447294923201	0.40921922698659985	Language
group	cereb_grey vs olive	Finger_Seq	-0.008470593209840014	0.05034413279072247	-0.1950 * x + 0.0000	0.042961730798525694	0.7182447294923201	0.40921922698659985	Language
group	cereb_grey vs olive	ToM	-0.009428891109730267	0.01907109681121284	-0.1950 * x + 0.0000	0.042961730798525694	0.7182447294923201	0.40921922698659985	Language
group	cereb_grey vs olive	Aud_Narr	-0.008870240914780945	-0.012614482281385047	-0.1950 * x + 0.0000	0.042961730798525694	0.7182447294923201	0.40921922698659985	Language
group	cereb_grey vs olive	N_back	0.0014334440933544863	0.022352027482303884	-0.1950 * x + 0.0000	0.042961730798525694	0.7182447294923201	0.40921922698659985	Language
group	cereb_grey vs olive	Oddball	-0.006696500254088727	-0.013382181451235193	-0.1950 * x + 0.0000	0.042961730798525694	0.7182447294923201	0.40921922698659985	Language
group	cereb_grey vs olive	Demand_Grid	0.004045967741472725	0.04735477037023691	-0.1950 * x + 0.0000	0.042961730798525694	0.7182447294923201	0.40921922698659985	Language
group	cereb_grey vs olive	Rom_mov	-0.01500852537382674	0.0031363762453960843	-0.1950 * x + 0.0000	0.042961730798525694	0.7182447294923201	0.40921922698659985	Language
group	cereb_grey vs olive	Spatial_Nav	-0.01827255173896224	-0.014344954629599466	-0.1950 * x + 0.0000	0.042961730798525694	0.7182447294923201	0.40921922698659985	Language
group	cereb_grey vs olive	Sentence_Reading	0.001220353852581334	-0.007723398824729883	-0.1950 * x + 0.0000	0.042961730798525694	0.7182447294923201	0.40921922698659985	Language
group	cereb_grey vs olive	Non-word_reading	0.004234390194828762	-0.016209209670043277	-0.1950 * x + 0.0000	0.042961730798525694	0.7182447294923201	0.40921922698659985	Language
Subjects	ROIs	cond	x	y	regression line	R2	F-value	p-value	dataset
group	cereb_grey vs olive	NoGo	-6.0237120754539295e-05	-0.012822135163010173	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Go	0.008066996972620923	0.002289093665665005	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	ToM	0.00406517933737956	0.020102245350226314	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	VideoAct	-0.013244777715329179	0.0077281455131260985	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	VideoKnots	-0.0033316290887636137	0.015363278127722393	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Unpleas_Scenes	-0.003799117278507954	-0.015178546080665394	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Pleas_scenes	-0.0036146244488342604	-0.010669493897570352	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Math	0.0030452471502810927	0.004030056417903135	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Digit_Judg	-1.6399149693208502e-05	-0.013696752481538822	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	CheckerBoard	-0.005679044141717632	-0.0077975736395119715	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Sad_Faces	0.0005745685541303872	-0.015894842683603097	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Happy_Faces	-0.0040783120312136295	-0.01680003665933263	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Interval_Timing	0.004017820573592112	0.0005956243304422183	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Motor_Imagery	-0.004926827787957791	-0.015354844642216314	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Finger_Simple	0.004529318126796797	0.018454090126573307	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Finger_Seq	0.007841750686937982	0.04228627747686105	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Verbal0Back	0.004775091934534707	-0.013398600941396428	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Verbal2Back	0.00561112645627848	0.010129904778153268	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Object0Back	-0.0038623111399537914	-0.008119667051225616	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Object2Back	-0.0011184730211244024	0.0017134583202537677	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Spatial_Nav	-0.006925555959406997	-0.012703283332039628	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	StroopIncon	0.0021342115017181237	0.003673557712536814	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	StroopCon	0.003771724368967949	-0.010382677100269857	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Verb_generation	0.007286102066780629	0.005104776208955342	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Word_reading	0.0013696451373036971	-0.0071262288609439724	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Vis_S_Small	-0.0017252284548333338	0.011058212324909136	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Vis_S_Med	-0.0017465023211110054	0.012294920339203942	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Vis_S_Large	0.000134823604213921	0.018532509491518783	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
group	cereb_grey vs olive	Rest	-0.0030945668123350282	-0.01341146765072632	1.1148 * x + 0.0000	0.14450415782642623	4.560644329258937	0.0419378272462029	MDTB
Subjects	ROIs	cond	x	y	regression line	R2	F-value	p-value	dataset
group	cereb_grey vs pontine	NoGo	-0.007992123011096648	-0.012822135163010173	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Go	-0.002758767885412655	0.002289093665665005	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	ToM	0.01185710855557015	0.020102245350226314	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	VideoAct	0.007882232866921579	0.0077281455131260985	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	VideoKnots	0.01072357807100381	0.015363278127722393	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Unpleas_Scenes	-0.0031764556888407586	-0.015178546080665394	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Pleas_scenes	-0.0015577686894282699	-0.010669493897570352	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Math	-0.006696176573392413	0.004030056417903135	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Digit_Judg	-0.00747146521678968	-0.013696752481538822	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	CheckerBoard	0.004480588851442042	-0.0077975736395119715	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Sad_Faces	-0.003155223347455158	-0.015894842683603097	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Happy_Faces	-0.0036753844053922006	-0.01680003665933263	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Interval_Timing	-0.00496515716255434	0.0005956243304422183	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Motor_Imagery	-0.00551261448882425	-0.015354844642216314	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Finger_Simple	0.004784354356877078	0.018454090126573307	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Finger_Seq	0.00911604483844285	0.04228627747686105	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Verbal0Back	-0.0013755600964414933	-0.013398600941396428	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Verbal2Back	0.00557268385919275	0.010129904778153268	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Object0Back	0.001956533327856037	-0.008119667051225616	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Object2Back	0.0007639416835840447	0.0017134583202537677	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Spatial_Nav	-0.0063947518708141245	-0.012703283332039628	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	StroopIncon	-0.0023011086443217046	0.003673557712536814	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	StroopCon	-0.006407041197778641	-0.010382677100269857	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Verb_generation	-0.002570027144951583	0.005104776208955342	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Word_reading	-0.005690659356331989	-0.0071262288609439724	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Vis_S_Small	0.006168680909079593	0.011058212324909136	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Vis_S_Med	0.006498461416854753	0.012294920339203942	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Vis_S_Large	0.007766414642504411	0.018532509491518783	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
group	cereb_grey vs pontine	Rest	-0.0058703385995031694	-0.01341146765072632	1.8464 * x + -0.0000	0.6056861841401039	41.47338062735643	6.694117757828044e-07	MDTB
Subjects	ROIs	cond	x	y	regression line	R2	F-value	p-value	dataset
group	thalamus vs dentate	NoGo	0.0029739018243474876	-0.0026446565765764333	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Go	0.007562789832442348	0.004722329348322394	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	ToM	0.010705529269762957	0.022671883520518788	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	VideoAct	-0.014015407053007774	0.013212768829853672	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	VideoKnots	-0.002374859873898114	0.0105219378116286	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Unpleas_Scenes	-0.002907743067681246	0.0019742206400153173	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Pleas_scenes	-0.001170540632919256	-0.0004376958951370348	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Math	0.0005387483872480791	-0.0008233474486153915	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Digit_Judg	-0.007034562360190432	-0.013266626637226732	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	CheckerBoard	-0.002988390642411109	-0.004282985515656076	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Sad_Faces	-0.0078339794502268	0.0016662818042326734	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Happy_Faces	-0.008969251454987445	0.00023168903021745472	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Interval_Timing	0.0046512365058648955	-0.0075936296122677644	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Motor_Imagery	-0.008419073480607484	-0.023118435091784545	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Finger_Simple	0.0027124160942108007	0.01035274612167076	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Finger_Seq	0.010759868069484013	0.025100764524759546	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Verbal0Back	-0.0027596367345606963	-0.01553659831076203	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Verbal2Back	0.012646011816953571	-0.0007146622658167268	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Object0Back	-0.0009557586857624012	-0.0029758135317240393	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Object2Back	0.003400843720382621	0.0028402628582084753	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Spatial_Nav	-0.0076659690649824065	-0.02148968643720849	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	StroopIncon	0.0045407199082204705	-0.001289947778665399	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	StroopCon	-0.002748183342012654	-0.013500129653321036	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Verb_generation	0.0029295023986656483	0.0008848471869767747	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Word_reading	-0.006042848829425252	-0.00830331780314051	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Vis_S_Small	0.004845452077620577	0.009152092338733119	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Vis_S_Med	0.006521466295911681	0.009568053083529992	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Vis_S_Large	0.009384848880827037	0.020392848437821593	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
group	thalamus vs dentate	Rest	-0.008287130409269091	-0.017315192978587003	0.9973 * x + -0.0000	0.3162698315992619	12.489262354992576	0.001496528484865475	MDTB
Subjects	ROIs	cond	x	y	regression line	R2	F-value	p-value	dataset
group	thalamus vs dentate	CPRO	0.0018867944468709177	-0.002603940361790035	1.2803 * x + -0.0000	0.6550138727717404	56.96001848257087	2.0500657037998053e-08	MDTB_ses2
group	thalamus vs dentate	Prediction	-0.002348926447500392	-0.00776063873850776	1.2803 * x + -0.0000	0.6550138727717404	56.96001848257087	2.0500657037998053e-08	MDTB_ses2
group	thalamus vs dentate	PredictViol	-0.003813617042671746	-0.011797590720945798	1.2803 * x + -0.0000	0.6550138727717404	56.96001848257087	2.0500657037998053e-08	MDTB_ses2
group	thalamus vs dentate	PredictScram	-0.0021173637227103045	-0.010673157061234494	1.2803 * x + -0.0000	0.6550138727717404	56.96001848257087	2.0500657037998053e-08	MDTB_ses2
group	thalamus vs dentate	VerbGen	0.0006494144903935464	-0.006465150990325186	1.2803 * x + -0.0000	0.6550138727717404	56.96001848257087	2.0500657037998053e-08	MDTB_ses2
group	thalamus vs dentate	WordRead	-0.007106370787370543	-0.017000990515611804	1.2803 * x + -0.0000	0.6550138727717404	56.96001848257087	2.0500657037998053e-08	MDTB_ses2
group	thalamus vs dentate	SpatialNav	-0.013668672020623234	-0.022700859577901532	1.2803 * x + -0.0000	0.6550138727717404	56.96001848257087	2.0500657037998053e-08	MDTB_ses2
group	thalamus vs dentate	SpatialMap_Easy	0.003180057060629931	0.00221383107063901	1.2803 * x + -0.0000	0.6550138727717404	56.96001848257087	2.0500657037998053e-08	MDTB_ses2
group	thalamus vs dentate	SpatialMap_Med	0.009701975718682214	0.01827457175933253	1.2803 * x + -0.0000	0.6550138727717404	56.96001848257087	2.0500657037998053e-08	MDTB_ses2
group	thalamus vs dentate	SpatialMap_Diff	0.015531939433847812	0.028044024539422084	1.2803 * x + -0.0000	0.6550138727717404	56.96001848257087	2.0500657037998053e-08	MDTB_ses2
group	thalamus vs dentate	NatureMovie	-0.005888987706269738	0.0009580846425495177	1.2803 * x + -0.0000	0.6550138727717404	56.96001848257087	2.0500657037998053e-08	MDTB_ses2
group	thalamus vs dentate	RomanceMovie	-0.007135805811600358	0.008911339768084366	1.2803 * x + -0.0000	0.6550138727717404	56.96001848257087	2.0500657037998053e-08	MDTB_ses2
group	thalamus vs dentate	LandscapeMovie	-0.008069072428340667	-0.009690843636862243	1.2803 * x + -0.0000	0.6550138727717404	56.96001848257087	2.0500657037998053e-08	MDTB_ses2
group	thalamus vs dentate	FingerSimple	0.0020274546061101535	-0.0016934860441918853	1.2803 * x + -0.0000	0.6550138727717404	56.96001848257087	2.0500657037998053e-08	MDTB_ses2
group	thalamus vs dentate	FingerSeq	0.015313677707125932	0.018424865694989277	1.2803 * x + -0.0000	0.6550138727717404	56.96001848257087	2.0500657037998053e-08	MDTB_ses2
group	thalamus vs dentate	MentalRotation_Easy	0.002936564812581877	0.005362976921267646	1.2803 * x + -0.0000	0.6550138727717404	56.96001848257087	2.0500657037998053e-08	MDTB_ses2
group	thalamus vs dentate	MentalRotation_Med	0.006815902090655125	0.008681254672784114	1.2803 * x + -0.0000	0.6550138727717404	56.96001848257087	2.0500657037998053e-08	MDTB_ses2
group	thalamus vs dentate	MentalRotation_Diff	0.006954976063431227	0.016260675446544696	1.2803 * x + -0.0000	0.6550138727717404	56.96001848257087	2.0500657037998053e-08	MDTB_ses2
