group	individual	noise	subj_id	dataset	atlas
0.0012386391272872475	0.0288259681888058	0.969935392683907	sub-98	HighRes-MDTB	MNISymDentate1
-0.0005813785527221699	0.009609898979302037	0.9909714795734201	sub-97	HighRes-MDTB	MNISymDentate1
0.0022037648855976998	0.008944736745192507	0.9888514983692097	sub-96	HighRes-MDTB	MNISymDentate1
0.0029255312416504977	0.025515086504774992	0.9715593822535744	sub-95	HighRes-MDTB	MNISymDentate1
0.0021476922406246	0.01052619772038169	0.9873261100389937	sub-01	HighRes-MDTB	MNISymDentate1
0.0012201518802155299	0.010551292557877581	0.9882285555619068	sub-03	HighRes-MDTB	MNISymDentate1
0.002130618852310359	0.008582270104473861	0.9892871110432158	sub-04	HighRes-MDTB	MNISymDentate1
0.0014740642336394188	0.01126169300721076	0.9872642427591498	sub-07	HighRes-MDTB	MNISymDentate1
0.001330432808813105	0.02836687559499153	0.9703026915961954	sub-08	HighRes-MDTB	MNISymDentate1
0.0009374558924822164	0.010290343949045449	0.9887722001584723	sub-09	HighRes-MDTB	MNISymDentate1
0.001905913007766997	0.008073949179436306	0.9900201378127966	sub-10	HighRes-MDTB	MNISymDentate1
-0.00029060064049058273	0.004307429802773682	0.9959831708377169	sub-11	HighRes-MDTB	MNISymDentate1
-0.0005003057052033339	0.053292463890034114	0.9472078418151691	sub-12	HighRes-MDTB	MNISymDentate1
0.0020325968009941844	0.01636861946931091	0.9815987837296949	sub-13	HighRes-MDTB	MNISymDentate1
0.0037424646219195463	0.01848330123364469	0.9777742341444358	sub-14	HighRes-MDTB	MNISymDentate1
0.0011372231709366417	0.015058508040119246	0.9838042687889441	sub-16	HighRes-MDTB	MNISymDentate1
0.0025587690724494234	0.015209442239298066	0.9822317886882524	sub-17	HighRes-MDTB	MNISymDentate1
0.01138726037444301	0.1010925205983045	0.8875202190272525	sub-98	HighRes-MDTB	MNISymCereb2
0.009826469154575548	0.043200892420473036	0.9469726384249514	sub-97	HighRes-MDTB	MNISymCereb2
0.0169056046467912	0.05880598945629077	0.9242884058969181	sub-96	HighRes-MDTB	MNISymCereb2
0.009608170537326391	0.04758927644738281	0.9428025530152908	sub-95	HighRes-MDTB	MNISymCereb2
0.008920899981501777	0.02212632199101968	0.9689527780274785	sub-01	HighRes-MDTB	MNISymCereb2
0.013471730959390672	0.03275565556869453	0.9537726134719148	sub-03	HighRes-MDTB	MNISymCereb2
0.008368900272037617	0.04244844731184137	0.9491826524161211	sub-04	HighRes-MDTB	MNISymCereb2
0.010622759519072697	0.0284439540046379	0.9609332864762895	sub-07	HighRes-MDTB	MNISymCereb2
0.014528441801761511	0.07084570125487012	0.9146258569433683	sub-08	HighRes-MDTB	MNISymCereb2
0.013935508939809998	0.06617162165284961	0.9198928694073404	sub-09	HighRes-MDTB	MNISymCereb2
0.01336806686392737	0.053348312355546296	0.9332836207805263	sub-10	HighRes-MDTB	MNISymCereb2
0.015672658744357977	0.08741179320100212	0.8969155480546399	sub-11	HighRes-MDTB	MNISymCereb2
0.012941194237993461	0.11889721847448012	0.8681615872875265	sub-12	HighRes-MDTB	MNISymCereb2
0.01683934830982278	0.08783478762526961	0.8953258640649077	sub-13	HighRes-MDTB	MNISymCereb2
0.017932356511550618	0.08247892774427164	0.8995887157441778	sub-14	HighRes-MDTB	MNISymCereb2
0.009068396520541935	0.02989104711388115	0.961040556365577	sub-16	HighRes-MDTB	MNISymCereb2
0.016912512400507757	0.049932793668241986	0.9331546939312503	sub-17	HighRes-MDTB	MNISymCereb2
0.0011009034424788405	0.048229354831997105	0.9506697417255241	sub-98	HighRes-MDTB	MNISymThalamus1
0.0028262435637789914	0.006543905107754405	0.9906298513284666	sub-97	HighRes-MDTB	MNISymThalamus1
0.004581388745365018	0.016749676815607697	0.9786689344390274	sub-96	HighRes-MDTB	MNISymThalamus1
0.0029457580845506223	0.032711637307015935	0.9643426046084335	sub-95	HighRes-MDTB	MNISymThalamus1
0.0040427664294916624	0.009685597073971916	0.9862716364965364	sub-01	HighRes-MDTB	MNISymThalamus1
0.0026805619739456894	0.013167007671331584	0.9841524303547227	sub-03	HighRes-MDTB	MNISymThalamus1
0.003116125718886057	0.009381867879745851	0.9875020064013681	sub-04	HighRes-MDTB	MNISymThalamus1
0.0031512882587054762	0.009108011828339193	0.9877406999129552	sub-07	HighRes-MDTB	MNISymThalamus1
0.005615392491715175	0.020029549231086415	0.9743550582771984	sub-08	HighRes-MDTB	MNISymThalamus1
0.007087885084676681	0.021239117564450627	0.9716729973508726	sub-09	HighRes-MDTB	MNISymThalamus1
0.0035685979731269386	0.019120749011700446	0.9773106530151726	sub-10	HighRes-MDTB	MNISymThalamus1
0.005495676942255355	0.02474515594328944	0.9697591671144552	sub-11	HighRes-MDTB	MNISymThalamus1
0.0023920557710330565	0.051660492580712224	0.9459474516482548	sub-12	HighRes-MDTB	MNISymThalamus1
0.00541644444210259	0.020220031673267864	0.9743635238846295	sub-13	HighRes-MDTB	MNISymThalamus1
0.0076855530359409676	0.026217828551181717	0.9660966184128773	sub-14	HighRes-MDTB	MNISymThalamus1
0.0023796176044507057	0.009277881521143228	0.9883425008744061	sub-16	HighRes-MDTB	MNISymThalamus1
0.006325072990573636	0.02231643502663002	0.9713584919827963	sub-17	HighRes-MDTB	MNISymThalamus1
0.000951116376556216	0.03575347629614306	0.9632954073273008	sub-98	HighRes-MDTB	MNISymPontine1
0.00011082608317243229	0.0057692519655629625	0.9941199219512646	sub-97	HighRes-MDTB	MNISymPontine1
0.00031001526946333746	0.01293394527014669	0.98675603946039	sub-96	HighRes-MDTB	MNISymPontine1
0.0002719804724218982	0.04028346453422713	0.9594445549933509	sub-95	HighRes-MDTB	MNISymPontine1
0.00035908244355628154	0.017151694143739453	0.9824892234127043	sub-01	HighRes-MDTB	MNISymPontine1
0.0004012341072846901	0.023506671477499987	0.9760920944152153	sub-03	HighRes-MDTB	MNISymPontine1
0.0009493997680402995	0.010294535061885528	0.9887560651700741	sub-04	HighRes-MDTB	MNISymPontine1
0.00024038739383170816	0.012003311836529876	0.9877563007696384	sub-07	HighRes-MDTB	MNISymPontine1
0.0008330488283777121	0.031220117676893994	0.9679468334947283	sub-08	HighRes-MDTB	MNISymPontine1
0.001277209355503046	0.021970813069430637	0.9767519775750664	sub-09	HighRes-MDTB	MNISymPontine1
0.0005264719796737073	0.017317404858182037	0.9821561231621442	sub-10	HighRes-MDTB	MNISymPontine1
7.41829991336755e-05	0.015508937729113374	0.9844168792717529	sub-11	HighRes-MDTB	MNISymPontine1
0.0007969250592428159	0.04598938926703386	0.9532136856737233	sub-12	HighRes-MDTB	MNISymPontine1
7.753794017021429e-05	0.013547507625106639	0.9863749544347231	sub-13	HighRes-MDTB	MNISymPontine1
-9.843577803180451e-05	0.01470743215780313	0.9853910036202287	sub-14	HighRes-MDTB	MNISymPontine1
0.0011204020604570746	0.005437337173779265	0.9934422607657636	sub-16	HighRes-MDTB	MNISymPontine1
0.0008776420821698416	0.013863269966791904	0.9852590879510383	sub-17	HighRes-MDTB	MNISymPontine1
0.0016385769599460672	0.057544410459266754	0.9408170125807873	sub-98	HighRes-MDTB	MNISymRedNucleus1
0.0045355488812132095	-0.0011092047969559623	0.9965736559157427	sub-97	HighRes-MDTB	MNISymRedNucleus1
0.0015716829558918553	0.0033287327991633046	0.9950995842449448	sub-96	HighRes-MDTB	MNISymRedNucleus1
0.0012806578919219364	0.03177283405471202	0.966946508053366	sub-95	HighRes-MDTB	MNISymRedNucleus1
0.0007547222751590281	0.014512429938113533	0.9847328477867274	sub-01	HighRes-MDTB	MNISymRedNucleus1
-0.0015361844799211424	0.009593475111719268	0.9919427093682018	sub-03	HighRes-MDTB	MNISymRedNucleus1
0.001691075722075383	0.006373558260188285	0.9919353660177364	sub-04	HighRes-MDTB	MNISymRedNucleus1
0.0011130322864162762	0.003298330989575559	0.9955886367240082	sub-07	HighRes-MDTB	MNISymRedNucleus1
0.002042080159666919	0.0367597822498972	0.9611981375904359	sub-08	HighRes-MDTB	MNISymRedNucleus1
0.005877027753218651	0.014274466351828385	0.9798485058949529	sub-09	HighRes-MDTB	MNISymRedNucleus1
0.0041952985985043096	0.01648923115896625	0.9793154702425294	sub-10	HighRes-MDTB	MNISymRedNucleus1
0.0015001955076793447	0.0016581771303701923	0.9968416273619505	sub-11	HighRes-MDTB	MNISymRedNucleus1
-0.0014723437273633868	0.04795433433295774	0.9535180093944057	sub-12	HighRes-MDTB	MNISymRedNucleus1
0.0035524866406164103	0.014504692681637463	0.9819428206777461	sub-13	HighRes-MDTB	MNISymRedNucleus1
0.005708934474314462	0.02397921041074587	0.9703118551149397	sub-14	HighRes-MDTB	MNISymRedNucleus1
-0.0025585302228885417	0.010553807983109616	0.992004722239779	sub-16	HighRes-MDTB	MNISymRedNucleus1
-0.00031461488809353936	0.019305066399747096	0.9810095484883464	sub-17	HighRes-MDTB	MNISymRedNucleus1
-0.0043919904188204194	0.04429597764626568	0.9600960127725547	sub-98	HighRes-MDTB	MNISymOlive1
-0.0009479375204998762	0.012315539727865196	0.9886323977926347	sub-97	HighRes-MDTB	MNISymOlive1
0.0034348781050944376	0.028887113943655708	0.9676780079512498	sub-96	HighRes-MDTB	MNISymOlive1
9.900983175091482e-05	0.021933609937018518	0.9779673802312305	sub-95	HighRes-MDTB	MNISymOlive1
0.0009758255041640893	0.021447317008881205	0.9775768574869547	sub-01	HighRes-MDTB	MNISymOlive1
-0.0010477250551502993	0.02464056243225651	0.9764071626228937	sub-03	HighRes-MDTB	MNISymOlive1
-0.0007172590712662618	0.017228122247527785	0.9834891368237385	sub-04	HighRes-MDTB	MNISymOlive1
0.00133963053960182	0.019006880116552934	0.9796534893438452	sub-07	HighRes-MDTB	MNISymOlive1
0.0005179038281347598	0.02014780411172081	0.9793342920601444	sub-08	HighRes-MDTB	MNISymOlive1
0.0020309147672846833	0.04326309693138053	0.9547059883013347	sub-09	HighRes-MDTB	MNISymOlive1
0.002683402608105498	0.030285559734408267	0.9670310376574862	sub-10	HighRes-MDTB	MNISymOlive1
0.00014462309261023323	0.01650186409696185	0.9833535128104278	sub-11	HighRes-MDTB	MNISymOlive1
0.0012716302199275338	0.10502551370849711	0.8937028560715753	sub-12	HighRes-MDTB	MNISymOlive1
0.000859977251075761	0.01944391025392179	0.9796961124950024	sub-13	HighRes-MDTB	MNISymOlive1
0.0029357026409682083	0.023949148872952065	0.9731151484860797	sub-14	HighRes-MDTB	MNISymOlive1
-4.978369299014227e-06	0.0059359442183780945	0.994069034150921	sub-16	HighRes-MDTB	MNISymOlive1
0.0025873834718208332	0.03475321837944593	0.9626593981487332	sub-17	HighRes-MDTB	MNISymOlive1
0.004265476642390012	0.0115947565848859	0.9841397667727241	sub-02	MDTB_ses1	MNISymDentate1
0.003980537486073219	0.008948568884756097	0.9870708936291706	sub-03	MDTB_ses1	MNISymDentate1
0.004491490381629592	0.004373592399752617	0.9911349172186177	sub-04	MDTB_ses1	MNISymDentate1
0.004307028958779678	0.0028742800254137855	0.9928186910158066	sub-06	MDTB_ses1	MNISymDentate1
-0.0009907827527106839	0.0007616828633335644	1.000229099889377	sub-08	MDTB_ses1	MNISymDentate1
0.0036080164580330537	0.0029275922584020126	0.993464391283565	sub-09	MDTB_ses1	MNISymDentate1
0.0038944509142442955	0.010169314827254172	0.9859362342585015	sub-10	MDTB_ses1	MNISymDentate1
0.00493660496704553	0.008849780840853118	0.9862136141921013	sub-12	MDTB_ses1	MNISymDentate1
-0.0012345651044161836	0.003939470691877842	0.9972950944125384	sub-14	MDTB_ses1	MNISymDentate1
0.0019828209824963926	0.00207186276812893	0.9959453162493747	sub-15	MDTB_ses1	MNISymDentate1
0.004800919779507637	0.013058593185568968	0.9821404870349234	sub-17	MDTB_ses1	MNISymDentate1
0.004050475689321687	0.001040522477931241	0.9949090018327471	sub-18	MDTB_ses1	MNISymDentate1
0.004021920502153838	0.010077744023087603	0.9859003354747585	sub-19	MDTB_ses1	MNISymDentate1
0.0036936000303505793	0.0016553048377810893	0.9946510951318682	sub-20	MDTB_ses1	MNISymDentate1
0.003408017907215258	-0.004126173788492952	1.0007181558812779	sub-21	MDTB_ses1	MNISymDentate1
0.005880439810601064	0.011789063269431115	0.9823304969199679	sub-22	MDTB_ses1	MNISymDentate1
0.0012970698819253544	0.0063017016031744885	0.9924012285149001	sub-24	MDTB_ses1	MNISymDentate1
0.0029311532035624518	0.009384950898003239	0.9876838958984343	sub-25	MDTB_ses1	MNISymDentate1
0.0016160968116064715	0.005215708678312955	0.9931681945100805	sub-26	MDTB_ses1	MNISymDentate1
0.00448234727099259	0.008917577927669776	0.9866000748013376	sub-27	MDTB_ses1	MNISymDentate1
0.004381352155893584	0.006190575661590364	0.989428072182516	sub-28	MDTB_ses1	MNISymDentate1
0.004420874316176524	0.013693628260167224	0.9818854974236563	sub-29	MDTB_ses1	MNISymDentate1
0.0032598513322097482	0.010380520537684769	0.9863596281301055	sub-30	MDTB_ses1	MNISymDentate1
0.0035254892400701163	0.0028285917605352447	0.9936459189993946	sub-31	MDTB_ses1	MNISymDentate1
0.02556266684795738	0.0713044271777334	0.9031329059743093	sub-02	MDTB_ses1	MNISymCereb2
0.023123013210186852	0.06633196559576963	0.9105450211940436	sub-03	MDTB_ses1	MNISymCereb2
0.017623727713967165	0.037347288535768554	0.9450289837502643	sub-04	MDTB_ses1	MNISymCereb2
0.04453914830834021	0.10546525116505874	0.8499956005266011	sub-06	MDTB_ses1	MNISymCereb2
0.016463448565228418	0.024073171156471694	0.9594633802782999	sub-08	MDTB_ses1	MNISymCereb2
0.029498786484189615	0.0429168100136599	0.9275844035021505	sub-09	MDTB_ses1	MNISymCereb2
0.03597893959485237	0.07693599087223775	0.88708506953291	sub-10	MDTB_ses1	MNISymCereb2
0.024915139009438425	0.04428190058693958	0.9308029604036219	sub-12	MDTB_ses1	MNISymCereb2
0.019699004886330595	0.03185782096698168	0.9484431741466878	sub-14	MDTB_ses1	MNISymCereb2
0.020583242710341353	0.036189220896807046	0.9432275363928516	sub-15	MDTB_ses1	MNISymCereb2
0.03487864835985016	0.12196381705939772	0.8431575345807522	sub-17	MDTB_ses1	MNISymCereb2
0.02751952991731934	0.03473486693325326	0.9377456031494275	sub-18	MDTB_ses1	MNISymCereb2
0.037841771146829364	0.07060497901745631	0.8915532498357144	sub-19	MDTB_ses1	MNISymCereb2
0.029221026310486887	0.04218788638745793	0.9285910873020552	sub-20	MDTB_ses1	MNISymCereb2
0.01595925113286758	0.00999595840780914	0.9740447904593234	sub-21	MDTB_ses1	MNISymCereb2
0.03297127137441216	0.08610276472860823	0.8809259638969796	sub-22	MDTB_ses1	MNISymCereb2
0.021989826954591802	0.03545330809395086	0.9425568649514572	sub-24	MDTB_ses1	MNISymCereb2
0.02663957754658559	0.054378970182761326	0.9189814522706531	sub-25	MDTB_ses1	MNISymCereb2
0.01943108112345885	0.05789160416937949	0.9226773147071617	sub-26	MDTB_ses1	MNISymCereb2
0.03847401715589435	0.06441207522379884	0.8971139076203068	sub-27	MDTB_ses1	MNISymCereb2
0.026008825869760686	0.04834349014450914	0.9256476839857303	sub-28	MDTB_ses1	MNISymCereb2
0.015369729221363468	0.039558120023108816	0.9450721507555278	sub-29	MDTB_ses1	MNISymCereb2
0.017712665582235283	0.03420178869093569	0.948085545726829	sub-30	MDTB_ses1	MNISymCereb2
0.021871208366956604	0.030766377879731133	0.9473624137533122	sub-31	MDTB_ses1	MNISymCereb2
0.02714991556254726	0.07292169624827785	0.899928388189175	sub-02	MDTB_ses1	MNISymThalamus1
0.024728778719338804	0.019427261336222162	0.9558439599444389	sub-03	MDTB_ses1	MNISymThalamus1
0.023140670068196915	0.00835186287020019	0.968507467061603	sub-04	MDTB_ses1	MNISymThalamus1
0.02995044526167605	0.018583631689470092	0.9514659230488539	sub-06	MDTB_ses1	MNISymThalamus1
0.017718700037170895	0.01822678116519486	0.9640545187976343	sub-08	MDTB_ses1	MNISymThalamus1
0.016393736980103858	0.004532238191579363	0.9790740248283167	sub-09	MDTB_ses1	MNISymThalamus1
0.019194417849190418	0.012143111101064972	0.9686624710497447	sub-10	MDTB_ses1	MNISymThalamus1
0.018868764827649473	0.013642011382254316	0.9674892237900963	sub-12	MDTB_ses1	MNISymThalamus1
0.01627244283012104	0.009551215114350753	0.9741763420555283	sub-14	MDTB_ses1	MNISymThalamus1
0.020509703848271048	0.013787345341066414	0.9657029508106626	sub-15	MDTB_ses1	MNISymThalamus1
0.02634728979316323	0.03285399865009508	0.9407987115567418	sub-17	MDTB_ses1	MNISymThalamus1
0.02512483055980935	0.009391595611461924	0.9654835738287287	sub-18	MDTB_ses1	MNISymThalamus1
0.025339708160963762	0.015076250888212689	0.9595840409508236	sub-19	MDTB_ses1	MNISymThalamus1
0.025334662610596165	0.013765486725245295	0.9608998506641585	sub-20	MDTB_ses1	MNISymThalamus1
0.017840237474627846	-0.002753279179863223	0.9849130417052354	sub-21	MDTB_ses1	MNISymThalamus1
0.020571281450274204	0.010135528431172918	0.9692931901185529	sub-22	MDTB_ses1	MNISymThalamus1
0.0162367104102866	0.005862111812240157	0.9779011777774733	sub-24	MDTB_ses1	MNISymThalamus1
0.017404007410918767	0.004366573922016402	0.9782294186670648	sub-25	MDTB_ses1	MNISymThalamus1
0.01833610167914222	0.016120859082328617	0.9655430392385291	sub-26	MDTB_ses1	MNISymThalamus1
0.03217955400653557	0.01415271545539145	0.9536677305380731	sub-27	MDTB_ses1	MNISymThalamus1
0.025394369154159168	0.018259513672873793	0.956346117172967	sub-28	MDTB_ses1	MNISymThalamus1
0.016806334272167166	0.004001805794171966	0.9791918599336609	sub-29	MDTB_ses1	MNISymThalamus1
0.01934857662508673	0.006726366811815535	0.9739250565630977	sub-30	MDTB_ses1	MNISymThalamus1
0.012341092177970197	0.0012621354044369208	0.9863967724175929	sub-31	MDTB_ses1	MNISymThalamus1
0.0025967817837173335	0.010666405650585487	0.9867368125656971	sub-02	MDTB_ses1	MNISymPontine1
0.003219510340719617	0.0038648278828159657	0.9929156617764644	sub-03	MDTB_ses1	MNISymPontine1
0.003481716020003727	0.004970030033854234	0.991548253946142	sub-04	MDTB_ses1	MNISymPontine1
0.0025760168170908633	0.004901474185124159	0.9925225089977849	sub-06	MDTB_ses1	MNISymPontine1
0.00211354300645077	0.010863486753592768	0.9870229702399564	sub-08	MDTB_ses1	MNISymPontine1
0.002944263645675448	0.0016258943949909385	0.9954298419593335	sub-09	MDTB_ses1	MNISymPontine1
0.004637796533998457	0.012952882698630295	0.9824093207673712	sub-10	MDTB_ses1	MNISymPontine1
0.0020740073877907445	0.003624104993619052	0.9943018876185903	sub-12	MDTB_ses1	MNISymPontine1
